a,b,op,c,d,real,imaginary
75,13,1,0,98,75,-85
3,24,2,71,24,-363,1776
25,35,2,22,62,-1620,2320
38,67,0,50,15,88,82
51,82,0,51,10,102,92
3,25,1,30,0,-27,25
37,27,2,17,4,521,607
16,84,0,2,34,18,118
65,55,0,46,10,111,65
33,39,0,42,60,75,99
63,48,2,5,85,-3765,5595
45,55,3,37,19,1.56647398843931,0.682080924855491
45,29,0,52,35,97,64
12,93,0,37,53,49,146
79,9,0,60,77,139,86
28,4,1,77,34,-49,-30
58,32,3,42,74,0.66353591160221,-0.407182320441989
13,92,2,5,28,-2511,824
22,33,3,20,95,0.379310344827586,-0.151724137931034
30,0,2,45,29,1350,870
14,71,1,58,68,-44,3
11,25,2,75,15,450,2040
7,93,0,31,90,38,183
62,53,1,94,13,-32,40
84,55,1,47,32,37,23
60,75,2,10,98,-6750,6630
7,54,0,19,73,26,127
88,82,1,38,96,50,-14
13,8,0,59,2,72,10
19,94,0,41,49,60,143
46,11,0,29,61,75,72
44,85,0,72,54,116,139
57,86,1,22,67,35,19
85,67,1,5,35,80,32
53,45,2,1,60,-2647,3225
7,82,2,33,82,-6493,3280
80,1,1,14,39,66,-38
27,37,1,32,51,-5,-14
37,66,1,17,32,20,34
20,50,2,91,71,-1730,5970
84,26,0,14,80,98,106
89,18,0,57,7,146,25
63,55,3,94,6,0.704688908926961,0.540126239855726
26,11,0,32,3,58,14
37,48,1,33,27,4,21
13,90,3,7,4,6.93846153846154,8.89230769230769
37,66,3,43,46,1.16696090794451,0.286506935687263
17,41,2,9,94,-3701,1967
61,88,3,91,24,0.86519137405442,0.73885062662301
42,29,0,75,48,117,77
38,69,3,48,43,1.15362388634722,0.404045268480616
5,16,2,19,79,-1169,699
10,49,0,33,39,43,88
73,94,2,74,43,1360,10095
91,45,1,33,29,58,16
72,8,0,40,46,112,54
45,80,3,34,46,1.59229828850856,0.198655256723716
65,77,1,13,16,52,61
13,85,2,73,35,-2026,6660
45,91,0,50,21,95,112
27,97,1,34,94,-7,3
14,3,1,98,19,-84,-16
34,86,2,42,54,-3216,5448
34,35,1,95,23,-61,12
63,67,1,35,5,28,62
97,98,2,14,26,-1190,3894
18,8,3,67,42,0.246601631217016,-0.035183112106189
9,28,3,95,86,0.198708970221058,0.114852932220937
91,31,1,41,79,50,-48
17,66,3,36,41,1.11454484380249,0.56399059455828
95,0,3,7,24,1.064,-3.648
55,82,3,82,39,0.934869617950273,0.555366889023651
66,96,2,91,54,822,12300
27,32,0,80,78,107,110
69,25,1,75,98,-6,-73
38,91,1,12,28,26,63
60,34,3,10,96,0.414770287677115,-0.581794761700301
47,68,1,38,49,9,19
53,66,3,29,11,2.35239085239085,1.38357588357588
6,72,1,48,80,-42,-8
92,7,2,64,37,5629,3852
85,33,2,34,84,118,8262
12,68,0,18,23,30,91
44,65,1,88,85,-44,-20
32,47,0,35,69,67,116
26,78,2,8,80,-6032,2704
58,68,0,23,41,81,109
84,11,3,90,42,0.813260340632603,-0.257299270072993
79,12,0,60,94,139,106
0,56,3,6,20,2.56880733944954,0.770642201834862
62,37,1,77,55,-15,-18
48,83,3,20,71,1.25951111927954,-0.321264473442382
49,72,3,82,20,0.76614261650758,0.691184727681078
60,62,1,11,90,49,-28
39,17,3,57,78,0.380263580842173,-0.222115075538412
59,22,0,6,52,65,74
43,87,3,75,2,0.603837271273761,1.14389767276603
51,0,3,10,74,0.0914634146341463,-0.676829268292683
16,75,0,60,30,76,105
57,27,3,44,76,0.591286307053942,-0.407676348547718
68,61,2,84,22,4370,6620
59,88,1,7,11,52,77
24,49,1,85,58,-61,-9
58,44,0,32,97,90,141
35,32,2,81,33,1779,3747
95,93,1,42,50,53,43
63,58,0,39,84,102,142
68,4,2,1,60,-172,4084
32,41,2,3,10,-314,443
8,57,2,86,53,-2333,5326
55,62,2,4,10,-400,798
30,42,2,44,58,-1116,3588
88,9,0,85,4,173,13
0,65,1,21,81,-21,-16
51,89,1,33,54,18,35
9,62,3,39,71,0.724321853093569,0.271106370009144
20,15,3,88,69,0.223510595761695,-0.00479808076769292
79,39,2,27,43,456,4450
60,18,2,13,72,-516,4554
38,84,0,11,73,49,157
51,20,1,35,19,16,1
41,58,3,21,87,0.737453183520599,-0.293258426966292
38,23,2,16,42,-358,1964
57,52,3,8,36,1.71176470588235,-1.20294117647059
8,55,0,69,4,77,59
20,59,2,56,26,-414,3824
41,26,2,32,83,-846,4235
92,54,1,83,83,9,-29
32,65,2,35,84,-4340,4963
87,94,2,33,29,145,5625
20,53,3,54,94,0.515827093260722,0.0835602450646698
80,21,0,42,43,122,64
74,76,0,56,63,130,139
42,24,3,49,61,0.575302188827181,-0.226396602417511
8,25,0,1,0,9,25
76,79,0,14,65,90,144
21,90,3,37,2,0.69701383831027,2.39475600873999
98,18,0,55,18,153,36
22,80,2,47,39,-2086,4618
68,77,0,31,41,99,118
77,38,2,98,47,5760,7343
85,29,3,96,56,0.792098445595855,-0.159974093264249
85,88,0,30,85,115,173
31,31,2,17,85,-2108,3162
73,89,1,4,53,69,36
93,69,2,35,44,219,6507
5,6,2,54,23,132,439
28,25,1,81,33,-53,-8
75,38,3,25,44,1.38500585708708,-0.917610308473253
33,91,3,49,40,1.3139215196201,0.784553861534616
31,61,2,8,83,-4815,3061
22,83,0,18,49,40,132
95,86,2,90,38,5282,11350
25,99,3,42,28,1.5,1.35714285714286
91,67,1,24,48,67,19
80,61,1,37,76,43,-15
33,49,1,61,10,-28,39
36,77,2,6,59,-4327,2586
17,58,2,38,61,-2892,3241
30,29,3,36,62,0.559922178988327,-0.15875486381323
41,74,0,72,94,113,168
74,33,2,81,38,4740,5485
78,62,0,62,77,140,139
65,26,0,92,35,157,61
82,3,2,65,84,5078,7083
70,36,2,24,82,-1272,6604
45,58,1,72,8,-27,50
66,15,1,90,6,-24,9
50,88,1,21,58,29,30
46,39,1,46,45,0,-6
80,8,1,68,21,12,-13
68,4,3,1,82,0.0588847583643123,-0.828550185873606
89,49,1,13,91,76,-42
93,63,1,98,25,-5,38
35,28,0,12,48,47,76
76,87,2,47,75,-2953,9789
38,74,2,40,1,1446,2998
59,2,0,0,59,59,61
71,67,0,63,46,134,113
1,69,1,33,40,-32,29
69,97,0,79,95,148,192
11,58,2,70,27,-796,4357
4,91,0,79,84,83,175
82,69,3,63,22,1.50101055468224,0.571075679317314
86,5,0,26,9,112,14
60,85,0,28,24,88,109
84,75,2,14,84,-5124,8106
29,47,1,91,97,-62,-50
78,22,1,17,95,61,-73
21,67,3,16,97,0.707190894981893,-0.0998448008277289
32,77,3,82,43,0.692289746879739,0.575994401026478
0,18,1,83,10,-83,8
92,54,3,50,15,1.98532110091743,0.484403669724771
98,99,0,78,76,176,175
58,67,3,12,81,0.913199105145414,-0.58076062639821
12,74,3,45,36,0.964769647696477,0.872628726287263
72,32,2,57,1,4072,1896
71,53,2,43,76,-975,7675
29,28,1,72,47,-43,-19
22,76,0,20,22,42,98
31,22,2,38,80,-582,3316
53,52,0,28,42,81,94
41,18,0,47,76,88,94
1,18,0,75,86,76,104
72,84,2,84,70,168,12096
10,63,2,89,33,-1189,5937
73,89,3,41,40,1.99725693386163,0.222188357208168
27,28,1,88,8,-61,20
81,95,1,31,76,50,19
27,25,1,55,27,-28,-2
10,34,0,22,33,32,67
69,12,2,59,57,3387,4641
11,2,0,40,22,51,24
95,75,2,70,94,-400,14180
89,64,3,43,47,1.68432725480532,-0.352636766880237
6,44,1,19,85,-13,-41
16,50,2,1,39,-1934,674
44,89,3,98,20,0.608956417433027,0.783886445421831
80,14,2,93,43,6838,4742
6,80,3,98,18,0.204270749395649,0.778807413376309
87,27,3,82,47,0.94066942796373,-0.209895891637748
98,79,0,33,81,131,160
46,78,1,4,61,42,17
31,83,2,37,39,-2090,4280
20,17,2,92,88,344,3324
50,85,0,52,23,102,108
95,50,3,97,44,1.00617011899515,0.0590568532393125
34,2,0,71,35,105,37
87,61,2,65,95,-140,12230
93,1,2,76,89,6979,8353
56,8,0,81,23,137,31
17,97,0,91,87,108,184
23,81,2,54,18,-216,4788
77,45,3,84,11,0.970182527518462,0.408666573777344
98,69,3,65,25,1.66907216494845,0.419587628865979
37,23,2,41,24,965,1831
33,20,2,97,10,3001,2270
79,33,2,34,23,1927,2939
99,12,1,47,3,52,9
50,57,0,56,63,106,120
35,38,3,51,90,0.486403139893468,-0.113260442949257
81,55,0,85,4,166,59
64,96,1,44,75,20,21
7,24,3,89,54,0.177078527267694,0.162222017163422
32,96,3,49,33,1.35702005730659,1.04527220630373
93,95,2,87,45,3816,12450
97,99,3,52,18,2.25429326287979,1.12351387054161
2,97,3,39,65,1.11085972850679,0.635746606334842
83,51,3,8,55,1.1230171576562,-1.34574295888637
13,33,3,48,73,0.397353596226909,0.0831914057382418
56,71,3,13,22,3.50689127105666,-0.473200612557427
21,92,1,24,7,-3,85
95,30,2,39,59,1935,6775
78,64,1,43,98,35,-34
52,38,0,98,83,150,121
57,24,1,0,1,57,23
45,15,2,0,7,-105,315
97,57,0,82,82,179,139
1,47,1,5,83,-4,-36
15,13,3,66,14,0.257469244288225,0.142355008787346
32,18,1,0,17,32,1
38,25,0,35,14,73,39
37,38,3,37,11,1.1993288590604,0.670469798657718
9,73,0,86,85,95,158
2,51,3,24,40,0.959558823529412,0.525735294117647
46,32,2,2,47,-1412,2226
54,16,2,43,60,1362,3928
44,94,1,79,73,-35,21
25,5,0,41,24,66,29
68,0,1,17,97,51,-97
76,46,1,57,0,19,46
92,44,1,27,74,65,-30
57,37,3,35,54,0.964259840618208,-0.430572325525235
67,66,1,21,87,46,-21
4,0,1,93,19,-89,-19
5,5,0,53,39,58,44
57,86,3,6,74,1.216618287373,-0.671625544267054
33,91,1,27,68,6,23
38,75,3,26,45,1.61532765642355,0.0888559792669382
43,30,2,15,69,-1425,3417
43,49,3,6,19,2.99496221662468,-1.31738035264484
83,4,2,50,48,3958,4184
13,76,1,24,37,-11,39
70,23,3,42,18,1.60632183908046,-0.140804597701149
88,88,3,47,35,2.10133954571928,0.307513104251602
70,49,3,38,2,1.90469613259669,1.18922651933702
79,91,3,9,70,1.42160208793415,-0.945794017265609
21,41,1,80,89,-59,-48
89,90,2,15,22,-645,3308
23,7,1,35,0,-12,7
37,8,3,52,62,0.369578497251069,-0.286805131337813
84,70,1,66,88,18,-18
58,65,3,31,53,1.39071618037135,-0.280901856763926
44,71,0,65,43,109,114
55,33,0,34,48,89,81
7,2,1,2,11,5,-9
63,81,3,98,70,0.816602316602317,0.243243243243243
40,25,0,11,39,51,64
23,24,1,62,98,-39,-74
89,8,3,95,85,0.562153846153846,-0.418769230769231
65,48,1,81,42,-16,6
0,45,3,51,87,0.384955752212389,0.225663716814159
6,57,0,85,71,91,128
99,23,1,6,19,93,4
76,78,2,56,1,4178,4444
24,16,2,25,26,184,1024
28,69,3,76,59,0.669655395916604,0.388030679485795
33,40,2,44,96,-2388,4928
3,4,3,72,16,0.0514705882352941,0.0441176470588235
97,58,1,62,77,35,-19
41,17,1,0,63,41,-46
38,91,1,47,83,-9,8
79,60,3,54,95,0.834603467046311,-0.357172766099992
11,40,2,94,2,954,3782
48,49,2,32,95,-3119,6128
36,15,2,52,84,612,3804
4,7,1,34,89,-30,-82
42,61,2,72,78,-1734,7668
27,45,1,7,55,20,-10
76,31,2,35,88,-68,7773
63,13,1,39,70,24,-57
45,68,1,37,34,8,34
47,46,0,3,82,50,128
79,0,2,13,51,1027,4029
19,76,3,89,17,0.363337393422655,0.784531059683313
64,51,2,51,33,1581,4713
8,49,2,1,54,-2638,481
90,22,1,2,33,88,-11
3,65,3,95,99,0.356953149899076,0.312227770105174
36,71,3,11,36,2.0832745236415,-0.363443895553987
97,22,2,77,45,6479,6059
25,77,2,36,64,-4028,4372
7,99,0,78,15,85,114
40,67,0,18,44,58,111
0,23,1,16,34,-16,-11
26,99,3,62,69,0.981173736199884,0.504822777454968
0,40,1,92,83,-92,-43
66,52,1,80,84,-14,-32
69,65,3,19,24,3.06403415154749,-0.449306296691569
23,56,3,72,60,0.57103825136612,0.301912568306011
76,19,2,48,0,3648,912
48,20,0,85,59,133,79
15,36,2,82,45,-390,3627
9,22,1,88,1,-79,21
51,5,1,77,88,-26,-83
66,63,3,96,18,0.783018867924528,0.509433962264151
65,47,0,85,46,150,93
27,55,2,36,23,-293,2601
10,26,1,80,37,-70,-11
74,90,2,33,13,1272,3932
6,98,1,9,64,-3,34
34,30,2,58,69,-98,4086
63,63,1,80,41,-17,22
68,73,0,72,90,140,163
17,98,3,30,70,1.27068965517241,0.301724137931034
87,61,1,75,75,12,-14
5,89,3,74,59,0.627553868482751,0.702355699452942
97,19,0,4,35,101,54
9,83,3,85,29,0.393255640962063,0.842301016612943
23,54,1,13,61,10,-7
94,67,3,60,66,1.26470588235294,-0.274509803921569
24,28,1,98,32,-74,-4
91,82,0,3,39,94,121
28,29,3,79,45,0.425477861117832,0.124727800629083
22,25,2,7,65,-1471,1605
44,68,3,84,72,0.701960784313725,0.207843137254902
31,21,1,98,61,-67,-40
9,28,1,68,24,-59,4
92,42,3,35,34,1.95212095758085,-0.696346073078538
9,66,0,22,15,31,81
81,91,2,40,67,-2857,9067
8,85,3,36,59,1.11011094829391,0.541762612518317
21,89,2,83,90,-6267,9277
79,12,2,25,67,1171,5593
6,8,1,25,65,-19,-57
21,57,0,62,10,83,67
19,89,0,1,71,20,160
29,58,1,12,27,17,31
73,60,1,76,40,-3,20
94,21,1,85,95,9,-74
92,27,2,42,75,1839,8034
65,45,2,5,89,-3680,6010
46,84,0,80,74,126,158
15,16,3,36,1,0.428681572860447,0.432536622976099
64,74,3,85,54,0.930480228774283,0.279459619366926
25,63,3,98,20,0.370851659336265,0.567173130747701
83,53,3,24,57,1.31058823529412,-0.904313725490196
57,48,1,78,51,-21,-3
73,86,1,31,40,42,46
81,96,1,44,22,37,74
75,98,2,86,83,-1684,14653
80,7,1,28,42,52,-35
47,26,2,11,55,-913,2871
64,7,3,75,12,0.84659386375455,-0.0421216848673947
85,13,1,91,28,-6,-15
86,4,0,69,48,155,52
18,54,2,40,72,-3168,3456
70,38,0,52,6,122,44
5,89,2,63,90,-7695,6057
83,13,1,0,15,83,-2
46,32,2,26,25,396,1982
96,64,2,91,75,3936,13024
15,29,3,91,35,0.250368188512518,0.222385861561119
46,74,0,91,18,137,92
13,69,3,24,38,1.45247524752475,0.575247524752475
61,51,3,78,29,0.900649819494585,0.31898916967509
97,41,3,31,60,1.19864064898049,-0.997368998026749
95,86,1,4,54,91,32
84,11,0,60,73,144,84
99,80,2,6,85,-6206,8895
92,67,1,96,9,-4,58
87,58,2,51,0,4437,2958
10,69,3,55,94,0.593204620183796,0.240704830958604
90,50,3,77,21,1.25274725274725,0.307692307692308
67,36,2,29,32,791,3188
9,15,1,68,11,-59,4
15,51,3,90,6,0.20353982300885,0.553097345132743
68,91,1,90,56,-22,35
53,2,3,47,65,0.407367112216351,-0.520826857320485
70,73,2,49,56,-658,7497
15,59,3,73,85,0.486697466942807,0.241516648080293
47,72,3,91,91,0.653846153846154,0.137362637362637
31,99,3,91,91,0.714285714285714,0.373626373626374
66,21,2,9,81,-1107,5535
7,56,3,37,27,0.844137273593899,0.897521448999047
66,29,3,45,70,0.72202166064982,-0.47870036101083
67,72,3,75,35,1.1014598540146,0.445985401459854
40,13,1,89,52,-49,-39
74,93,1,52,16,22,77
93,39,1,95,51,-2,-12
58,11,1,23,3,35,8
77,54,1,27,23,50,31
63,57,3,18,98,0.676873489121676,-0.51853344077357
64,78,0,65,5,129,83
50,98,2,63,96,-6258,10974
31,23,0,64,31,95,54
0,37,3,98,51,0.154608766898812,0.297091356001639
14,48,1,66,64,-52,-16
41,69,0,43,17,84,86
41,19,3,38,15,1.10425404433793,0.0641102456560815
14,37,1,35,3,-21,34
78,85,0,17,70,95,155
66,17,2,2,30,-378,2014
40,38,0,93,54,133,92
58,21,2,19,61,-179,3937
48,69,3,88,8,0.611680327868853,0.728483606557377
21,68,2,48,3,804,3327
36,5,2,82,76,2572,3146
6,89,3,89,91,0.532835452413282,0.455190717195408
30,2,3,76,73,0.218460153084196,-0.183520936515083
4,98,0,58,40,62,138
20,94,3,70,6,0.397893030794165,1.30875202593193
63,69,0,92,35,155,104
80,66,2,77,21,4774,6762
57,54,1,40,47,17,7
31,10,1,64,7,-33,3
80,1,3,58,95,0.382193881669223,-0.608765840665106
1,78,3,9,22,3.05309734513274,1.20353982300885
2,80,2,51,31,-2378,4142
69,48,0,53,90,122,138
17,50,0,65,38,82,88
7,98,1,30,15,-23,83
78,28,2,63,42,3738,5040
10,66,2,35,91,-5656,3220
27,12,1,99,34,-72,-22
28,50,1,33,76,-5,-26
1,98,1,40,11,-39,87
37,83,2,21,64,-4535,4111
63,21,2,45,33,2142,3024
43,55,3,13,22,2.70903522205207,-0.35375191424196
24,37,1,46,35,-22,2
89,65,1,96,74,-7,-9
19,27,2,74,69,-457,3309
19,0,2,11,13,209,247
57,25,2,88,91,2741,7387
39,91,2,24,42,-2886,3822
66,74,2,74,35,2294,7786
22,76,0,62,69,84,145
99,47,1,79,7,20,40
34,5,1,56,62,-22,-57
83,99,2,57,76,-2793,11951
78,82,2,22,18,240,3208
58,11,2,60,7,3403,1066
44,20,1,76,98,-32,-78
20,67,1,46,4,-26,63
76,17,3,3,55,0.383322346736981,-1.36090969017798
34,99,0,73,36,107,135
60,79,1,17,9,43,70
70,41,0,5,66,75,107
46,94,0,50,82,96,176
36,78,1,69,16,-33,62
13,6,3,27,6,0.505882352941176,0.109803921568627
13,18,0,66,1,79,19
46,25,0,83,24,129,49
11,94,0,37,80,48,174
14,63,3,29,81,0.744258308565253,0.0936233450418806
3,44,2,98,98,-4018,4606
45,47,1,80,19,-35,28
70,84,0,97,38,167,122
79,64,1,61,5,18,59
25,64,3,36,98,0.657981651376147,-0.013394495412844
30,72,2,63,17,666,5046
74,39,0,41,77,115,116
34,18,0,18,85,52,103
78,43,2,81,91,2405,10581
56,34,2,10,16,16,1236
94,48,2,67,29,4906,5942
59,5,1,14,99,45,-94
9,38,3,51,62,0.43677269200931,0.214119472459271
86,30,0,94,5,180,35
11,50,2,74,58,-2086,4338
73,81,2,99,42,3825,11085
34,67,1,68,7,-34,60
59,70,2,84,42,2016,8358
34,31,0,71,17,105,48
3,65,0,69,84,72,149
87,12,2,95,17,8061,2619
61,6,2,19,22,1027,1456
94,94,3,11,42,2.64297082228117,-1.54588859416446
92,15,2,54,48,4248,5226
19,21,0,12,85,31,106
94,25,0,61,1,155,26
72,25,2,79,33,4863,4351
95,60,1,90,84,5,-24
40,40,0,35,57,75,97
63,72,3,2,62,1.19282744282744,-0.977650727650728
58,50,0,14,75,72,125
53,44,0,57,97,110,141
50,5,2,68,76,3020,4140
43,21,3,17,64,0.473204104903079,-0.54618015963512
50,82,0,84,28,134,110
1,40,2,32,36,-1408,1316
90,65,2,36,28,1420,4860
89,14,3,41,93,0.479283639883833,-0.745692158760891
78,12,2,99,66,6930,6336
96,88,3,77,58,1.34466802969977,0.129990315291079
12,43,3,9,66,0.663962136578769,-0.0912778904665314
3,85,1,29,68,-26,17
44,31,2,53,30,1402,2963
16,32,1,44,30,-28,2
30,56,1,98,34,-68,22
12,43,1,49,40,-37,3
39,33,2,82,75,723,5631
21,67,3,92,57,0.490992913856399,0.424058738154188
29,99,1,1,79,28,20
41,54,2,18,73,-3204,3965
56,10,3,83,42,0.585692823298278,-0.175892753958165
15,65,2,84,23,-235,5805
11,19,1,78,43,-67,-24
87,26,1,27,17,60,9
55,40,0,44,25,99,65
87,95,0,20,72,107,167
40,8,2,98,71,3352,3624
40,79,3,29,48,1.57456279809221,0.117965023847377
24,4,0,13,94,37,98
47,26,1,98,96,-51,-70
37,55,0,5,92,42,147
16,90,3,50,68,0.971364402021336,0.478944413250983
60,23,1,44,44,16,-21
32,59,3,33,81,0.762745098039216,-0.0843137254901961
56,43,0,29,62,85,105
41,71,2,0,31,-2201,1271
2,88,3,53,86,0.751984321411073,0.440176384125429
33,7,0,51,84,84,91
79,27,2,10,61,-857,5089
51,55,0,38,67,89,122
61,21,0,87,2,148,23
69,31,3,85,90,0.564763458401305,-0.233278955954323
98,26,1,27,59,71,-33
59,80,3,71,94,0.843770267348851,0.00965626576349355
69,5,2,36,63,2169,4527
60,48,2,94,29,4248,6252
1,74,0,19,59,20,133
81,69,0,69,46,150,115
20,85,0,58,89,78,174
60,68,1,96,84,-36,-16
85,8,3,22,5,3.7524557956778,-0.489194499017682
10,55,1,62,55,-52,0
51,51,1,21,15,30,36
69,64,3,99,71,0.766406144724431,0.0968198356016709
97,72,2,40,46,568,7342
67,36,0,87,63,154,99
27,54,0,30,6,57,60
25,48,2,51,12,699,2748
92,23,2,56,94,2990,9936
55,8,1,28,63,27,-55
25,43,2,47,15,530,2396
91,36,1,74,83,17,-47
45,79,0,78,57,123,136
8,62,0,36,9,44,71
99,23,1,30,50,69,-27
78,34,3,69,15,1.18170878459687,0.235860409145608
91,89,0,60,0,151,89
25,47,1,68,91,-43,-44
40,63,3,6,24,2.86274509803922,-0.950980392156863
49,82,2,96,81,-1938,11841
2,17,2,6,32,-532,166
39,84,0,72,4,111,88
73,89,0,16,27,89,116
88,70,3,37,68,1.33756048723511,-0.566327381945603
25,20,1,36,96,-11,-76
73,23,0,33,53,106,76
8,66,1,58,5,-50,61
50,31,0,56,55,106,86
88,84,1,79,75,9,9
55,48,2,87,57,2049,7311
30,3,0,81,1,111,4
93,30,1,54,34,39,-4
22,0,1,0,40,22,-40
89,47,2,24,71,-1201,7447
88,67,1,39,35,49,32
58,63,2,86,92,-808,10754
98,56,1,63,16,35,40
39,58,1,24,66,15,-8
70,95,1,32,87,38,8
3,14,0,12,57,15,71
19,70,3,80,17,0.405142771714756,0.788907161010614
17,19,2,89,77,50,3000
1,55,1,95,67,-94,-12
31,40,0,43,9,74,49
72,22,1,55,40,17,-18
49,38,1,68,13,-19,25
30,31,2,4,46,-1306,1504
51,69,2,11,55,-3234,3564
6,76,3,76,49,0.511189922954629,0.6704170233582
76,36,2,75,42,4188,5892
99,94,0,44,21,143,115
80,37,0,78,38,158,75
1,57,0,9,92,10,149
25,14,3,51,1,0.495388162951576,0.264796310530361
54,59,0,8,82,62,141
34,11,2,30,72,228,2778
31,36,3,79,94,0.386880679180208,-0.00464283345493135
5,13,2,29,63,-674,692
90,87,2,48,54,-378,9036
63,41,1,67,4,-4,37
65,51,1,75,4,-10,47
18,83,0,96,61,114,144
19,0,3,33,68,0.109749693681078,-0.226150883948888
90,66,3,88,45,1.11475074214352,0.17995700685843
66,18,3,54,44,0.897774113767519,-0.398186314921682
77,53,0,16,71,93,124
51,35,2,42,64,-98,4734
67,16,0,23,33,90,49
23,63,1,74,29,-51,34
49,73,0,92,6,141,79
76,12,2,81,60,5436,5532
5,72,1,46,7,-41,65
8,80,3,49,15,0.606245239908606,1.44706778370145
34,33,1,89,63,-55,-30
80,59,3,82,89,0.80648685558211,-0.155821099351314
59,48,1,24,40,35,8
30,45,0,7,21,37,66
19,54,1,33,9,-14,45
92,27,1,50,56,42,-29
9,38,3,42,16,0.488118811881188,0.718811881188119
32,1,3,34,36,0.458401305057096,-0.455954323001631
33,41,2,66,15,1563,3201
94,5,0,30,61,124,66
78,98,3,70,40,1.44307692307692,0.575384615384615
40,90,2,75,1,2910,6790
61,11,3,81,45,0.633123689727463,-0.215932914046122
51,45,0,54,53,105,98
43,36,1,40,27,3,9
18,6,3,14,19,0.657091561938959,-0.463195691202873
58,46,2,70,4,3876,3452
0,50,2,47,56,-2800,2350
71,40,0,84,73,155,113
43,17,0,41,36,84,53
49,33,3,0,16,2.0625,-3.0625
1,19,3,32,38,0.305510534846029,0.23095623987034
70,65,0,0,98,70,163
50,9,3,10,81,0.184506830806185,-0.594505329530101
90,82,2,69,59,1372,10968
17,58,3,0,56,1.03571428571429,-0.303571428571429
90,89,1,72,54,18,35
19,98,2,97,73,-5311,10893
35,80,2,8,9,-440,955
68,40,3,4,93,0.460703981534911,-0.711367570686671
87,71,1,91,90,-4,-19
82,0,1,43,97,39,-97
67,86,1,43,98,24,-12
61,79,2,91,93,-1796,12862
74,59,2,87,48,3606,8685
3,0,1,37,90,-34,-90
25,79,0,90,0,115,79
88,19,0,82,40,170,59
77,7,3,49,54,0.780703404175287,-0.717509873989092
46,34,1,79,76,-33,-42
68,37,2,64,19,3649,3660
16,25,2,69,15,729,1965
84,24,1,8,85,76,-61
62,25,0,8,62,70,87
10,87,0,85,59,95,146
17,77,1,38,31,-21,46
33,21,3,19,44,0.675228558989987,-0.458424031345233
81,27,2,87,7,6858,2916
27,28,1,43,93,-16,-65
35,49,2,79,87,-1498,6916
22,90,0,59,39,81,129
68,52,0,90,56,158,108
11,56,0,61,91,72,147
26,92,2,47,95,-7518,6794
83,79,0,38,88,121,167
26,33,3,82,96,0.332496863237139,0.0131744040150565
86,9,0,75,82,161,91
40,90,3,83,3,0.520440707451435,1.06552623948971
49,21,0,7,95,56,116
24,39,0,82,69,106,108
97,65,2,98,10,8856,7340
40,45,2,4,37,-1505,1660
98,66,1,73,39,25,27
93,88,1,46,34,47,54
57,55,0,55,34,112,89
35,82,1,47,9,-12,73
42,5,0,0,12,42,17
4,77,2,48,34,-2426,3832
57,18,2,96,68,4248,5604
67,80,1,85,65,-18,15
29,53,0,11,42,40,95
18,59,0,47,85,65,144
68,14,0,70,58,138,72
62,67,1,30,95,32,-28
56,93,2,69,43,-135,8825
15,48,1,92,42,-77,6
32,2,3,36,22,0.671910112359551,-0.355056179775281
61,4,2,36,17,2128,1181
96,1,0,46,86,142,87
45,17,3,80,53,0.488760994679118,-0.111304158974916
83,0,2,24,38,1992,3154
99,81,1,4,28,95,53
90,10,2,15,72,630,6630
12,4,2,85,85,680,1360
32,98,0,77,8,109,106
46,88,2,93,93,-3906,12462
99,94,1,2,94,97,0
23,63,0,66,69,89,132
11,49,1,15,81,-4,-32
56,87,2,26,23,-545,3550
78,32,3,4,8,7.1,-6.2
60,70,3,12,81,0.953020134228188,-0.599552572706935
2,85,2,77,63,-5201,6671
90,96,3,25,50,2.256,-0.672
22,27,3,76,57,0.355789473684211,0.0884210526315789
25,41,2,19,48,-1493,1979
52,42,1,12,0,40,42
92,92,1,95,21,-3,71
88,32,2,4,37,-832,3384
22,70,3,12,76,0.943243243243243,-0.140540540540541
1,24,3,17,96,0.244187269857969,0.0328248290373488
47,98,0,49,37,96,135
6,76,2,47,86,-6254,4088
42,9,0,73,25,115,34
82,63,3,24,24,3.02083333333333,-0.395833333333333
72,95,0,33,21,105,116
61,49,2,42,38,700,4376
26,52,1,51,69,-25,-17
93,30,3,33,56,1.12402366863905,-0.998343195266272
58,25,1,58,5,0,20
40,70,2,0,64,-4480,2560
78,15,3,31,29,1.58324084350721,-0.997225305216426
76,95,3,80,43,1.23227057825191,0.525154564189599
63,44,1,53,29,10,15
69,55,3,23,24,2.63076923076923,-0.353846153846154
57,77,2,92,84,-1224,11872
93,0,1,24,62,69,-62
49,91,0,65,47,114,138
30,29,1,52,77,-22,-48
82,49,2,62,27,3761,5252
79,55,3,9,19,3.97285067873303,-2.27601809954751
60,5,0,25,41,85,46
21,17,1,36,59,-15,-42
57,1,2,79,68,4435,3955
62,34,2,0,44,-1496,2728
33,2,3,40,51,0.338490835515353,-0.381575815282076
76,70,1,53,31,23,39
90,5,2,77,81,6525,7675
62,52,3,53,69,0.908058124174372,-0.201056803170409
20,28,2,28,40,-560,1584
57,34,0,58,90,115,124
42,85,1,3,53,39,32
36,47,0,82,22,118,69
36,17,0,35,7,71,24
45,87,3,28,74,1.2297124600639,-0.142811501597444
55,99,1,53,9,2,90
89,28,1,9,19,80,9
31,77,3,62,70,0.836230558096981,0.297804208600183
